start,end,run_id,task,variant,model,rep,attempt,harness_rc,wall_s,status
2026-09-23 16:43:18,2026-09-23 16:51:38,B3-paylink__prompt_noconstraint__gpt-6-sol__r1,B3-paylink,noconstraint,gpt-6-sol,r1,1,0,498.6,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 16:44:47,2026-09-23 16:53:38,B1-flexdate__gpt-6-astra__r2,B1-flexdate,default,gpt-6-astra,r2,1,0,529.6,COUNTED
2026-09-23 16:46:18,2026-09-23 16:56:43,B2-exprcalc__prompt_noconstraint__gpt-6-astra__r2,B2-exprcalc,noconstraint,gpt-6-astra,r2,1,0,624.1,COUNTED
2026-09-23 16:51:38,2026-09-23 16:57:45,B3-paylink__gpt-6-astra__r2,B3-paylink,default,gpt-6-astra,r2,1,0,365.6,"not counted: invalid (retried): ,""error"":{""message"":""failed to load workspace requirements""}}"
2026-09-23 16:53:38,2026-09-23 16:58:25,B1-flexdate__prompt_noconstraint__gpt-6-sol__r2,B1-flexdate,noconstraint,gpt-6-sol,r2,1,0,285.9,"not counted: invalid (retried): ,""error"":{""message"":""failed to load workspace requirements""}}"
2026-09-23 16:58:43,2026-09-23 17:02:17,B2-exprcalc__prompt_noconstraint__gpt-6-sol__r2,B2-exprcalc,noconstraint,gpt-6-sol,r2,1,0,213.0,COUNTED
2026-09-23 17:00:25,2026-09-23 17:02:45,B1-flexdate__prompt_noconstraint__gpt-6-sol__r2,B1-flexdate,noconstraint,gpt-6-sol,r2,2,0,138.2,COUNTED
2026-09-23 17:02:45,2026-09-23 17:03:08,B1-flexdate__prompt_noconstraint__opus-5.5__r2,B1-flexdate,noconstraint,opus-5.5,r2,1,0,22.0,COUNTED
2026-09-23 17:03:08,2026-09-23 17:09:42,B1-flexdate__prompt_noconstraint__gpt-6-astra__r2,B1-flexdate,noconstraint,gpt-6-astra,r2,1,0,393.3,COUNTED
2026-09-23 17:09:42,2026-09-23 17:10:06,B1-flexdate__opus-5.5__r3,B1-flexdate,default,opus-5.5,r3,1,0,22.9,COUNTED
2026-09-23 17:10:06,2026-09-23 17:15:29,B1-flexdate__gpt-6-astra__r3,B1-flexdate,default,gpt-6-astra,r3,1,0,321.7,COUNTED
2026-09-23 16:59:45,2026-09-23 17:16:06,B3-paylink__gpt-6-astra__r2,B3-paylink,default,gpt-6-astra,r2,2,0,978.7,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:02:17,2026-09-23 17:17:45,C-mcp__gpt-6-astra__r2,C-mcp,default,gpt-6-astra,r2,1,0,927.7,COUNTED
2026-09-23 17:15:29,2026-09-23 17:19:25,B1-flexdate__gpt-6-sol__r3,B1-flexdate,default,gpt-6-sol,r3,1,0,235.5,"not counted: invalid (retried): ,""error"":{""message"":""Selected model is at capacity. Please try a different model.""}}"
2026-09-23 17:16:06,2026-09-23 17:19:54,B3-paylink__gpt-6-sol__r2,B3-paylink,default,gpt-6-sol,r2,1,0,227.4,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:17:45,2026-09-23 17:20:16,B2-exprcalc__gpt-6-astra__r3,B2-exprcalc,default,gpt-6-astra,r3,1,0,149.4,COUNTED
2026-09-23 17:19:54,2026-09-23 17:20:22,B3-paylink__opus-5.5__r2,B3-paylink,default,opus-5.5,r2,1,0,26.8,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:20:22,2026-09-23 17:22:04,B3-paylink__prompt_noconstraint__gpt-6-astra__r2,B3-paylink,noconstraint,gpt-6-astra,r2,1,0,101.2,"not counted: invalid (retried): ,""error"":{""message"":""Selected model is at capacity. Please try a different model.""}}"
2026-09-23 17:20:16,2026-09-23 17:22:07,B2-exprcalc__gpt-6-sol__r3,B2-exprcalc,default,gpt-6-sol,r3,1,0,110.0,COUNTED
2026-09-23 17:22:07,2026-09-23 17:22:34,B2-exprcalc__opus-5.5__r3,B2-exprcalc,default,opus-5.5,r3,1,0,25.8,COUNTED
2026-09-23 17:22:34,2026-09-23 17:26:59,B2-exprcalc__prompt_noconstraint__gpt-6-astra__r3,B2-exprcalc,noconstraint,gpt-6-astra,r3,1,0,262.8,COUNTED
2026-09-23 17:24:04,2026-09-23 17:27:20,B3-paylink__prompt_noconstraint__gpt-6-astra__r2,B3-paylink,noconstraint,gpt-6-astra,r2,2,0,193.9,"not counted: invalid (retried): ,""error"":{""message"":""Selected model is at capacity. Please try a different model.""}}"
2026-09-23 17:26:59,2026-09-23 17:29:01,B2-exprcalc__prompt_noconstraint__gpt-6-sol__r3,B2-exprcalc,noconstraint,gpt-6-sol,r3,1,0,120.7,COUNTED
2026-09-23 17:29:01,2026-09-23 17:29:29,B2-exprcalc__prompt_noconstraint__opus-5.5__r3,B2-exprcalc,noconstraint,opus-5.5,r3,1,0,26.9,COUNTED
2026-09-23 17:21:25,2026-09-23 17:29:36,B1-flexdate__gpt-6-sol__r3,B1-flexdate,default,gpt-6-sol,r3,2,0,489.0,COUNTED
2026-09-23 17:29:36,2026-09-23 17:30:01,B1-flexdate__prompt_noconstraint__opus-5.5__r3,B1-flexdate,noconstraint,opus-5.5,r3,1,0,23.9,COUNTED
2026-09-23 17:30:01,2026-09-23 17:35:57,B1-flexdate__prompt_noconstraint__gpt-6-astra__r3,B1-flexdate,noconstraint,gpt-6-astra,r3,1,0,355.2,COUNTED
2026-09-23 17:31:20,2026-09-23 17:38:31,B3-paylink__prompt_noconstraint__gpt-6-astra__r2,B3-paylink,noconstraint,gpt-6-astra,r2,3,0,429.9,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:35:57,2026-09-23 17:39:39,B1-flexdate__prompt_noconstraint__gpt-6-sol__r3,B1-flexdate,noconstraint,gpt-6-sol,r3,1,0,221.3,COUNTED
2026-09-23 17:38:31,2026-09-23 17:39:43,B3-paylink__prompt_noconstraint__gpt-6-sol__r2,B3-paylink,noconstraint,gpt-6-sol,r2,1,0,71.0,"not counted: invalid (retried): ,""error"":{""message"":""Selected model is at capacity. Please try a different model.""}}"
2026-09-23 17:41:43,2026-09-23 17:43:35,B3-paylink__prompt_noconstraint__gpt-6-sol__r2,B3-paylink,noconstraint,gpt-6-sol,r2,2,0,110.9,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:43:35,2026-09-23 17:44:00,B3-paylink__prompt_noconstraint__opus-5.5__r2,B3-paylink,noconstraint,opus-5.5,r2,1,0,24.3,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:44:00,2026-09-23 17:44:53,B3-paylink__gpt-6-sol__r3,B3-paylink,default,gpt-6-sol,r3,1,0,52.2,"not counted: invalid (retried): ,""error"":{""message"":""Selected model is at capacity. Please try a different model.""}}"
2026-09-23 17:46:53,2026-09-23 17:49:10,B3-paylink__gpt-6-sol__r3,B3-paylink,default,gpt-6-sol,r3,2,0,135.7,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:49:10,2026-09-23 17:49:43,B3-paylink__opus-5.5__r3,B3-paylink,default,opus-5.5,r3,1,0,32.1,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:49:43,2026-09-23 17:52:57,B3-paylink__gpt-6-astra__r3,B3-paylink,default,gpt-6-astra,r3,1,0,192.7,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:52:57,2026-09-23 17:55:40,B3-paylink__prompt_noconstraint__gpt-6-sol__r3,B3-paylink,noconstraint,gpt-6-sol,r3,1,0,162.0,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:55:40,2026-09-23 17:56:12,B3-paylink__prompt_noconstraint__opus-5.5__r3,B3-paylink,noconstraint,opus-5.5,r3,1,0,31.1,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-23 17:56:12,2026-09-23 17:58:58,B3-paylink__prompt_noconstraint__gpt-6-astra__r3,B3-paylink,noconstraint,gpt-6-astra,r3,1,0,165.5,"not counted: discarded batch v2 (B3 answer files readable in /tmp; misleading ""localhost works"" note)"
2026-09-24 02:22:38,2026-09-24 02:23:52,B3-paylink__opus-5.5__r1,B3-paylink,default,opus-5.5,r1,1,0,70.2,not counted: discarded batch v3 (harness sealed Claude temp dir; Bash unusable)
2026-09-24 02:23:52,2026-09-24 02:27:34,B3-paylink__gpt-6-astra__r1,B3-paylink,default,gpt-6-astra,r1,1,0,219.7,"not counted: invalid (retried): ,""error"":{""message"":""Selected model is at capacity. Please try a different model.""}}"
2026-09-24 02:29:34,2026-09-24 02:34:25,B3-paylink__gpt-6-astra__r1,B3-paylink,default,gpt-6-astra,r1,2,0,289.0,COUNTED
2026-09-24 02:34:25,2026-09-24 02:38:51,B3-paylink__gpt-6-sol__r1,B3-paylink,default,gpt-6-sol,r1,1,0,264.8,COUNTED
2026-09-24 02:38:51,2026-09-24 02:40:00,B3-paylink__prompt_noconstraint__opus-5.5__r1,B3-paylink,noconstraint,opus-5.5,r1,1,0,65.3,not counted: discarded batch v3 (harness sealed Claude temp dir; Bash unusable)
2026-09-24 02:40:00,2026-09-24 02:44:10,B3-paylink__prompt_noconstraint__gpt-6-astra__r1,B3-paylink,noconstraint,gpt-6-astra,r1,1,0,248.9,COUNTED
2026-09-24 02:44:10,2026-09-24 02:49:09,B3-paylink__prompt_noconstraint__gpt-6-sol__r1,B3-paylink,noconstraint,gpt-6-sol,r1,1,0,295.4,COUNTED
2026-09-24 02:49:09,2026-09-24 02:53:37,B3-paylink__gpt-6-astra__r2,B3-paylink,default,gpt-6-astra,r2,1,0,266.7,COUNTED
2026-09-24 02:53:37,2026-09-24 02:56:21,B3-paylink__gpt-6-sol__r2,B3-paylink,default,gpt-6-sol,r2,1,0,162.8,COUNTED
2026-09-24 02:56:21,2026-09-24 02:58:13,B3-paylink__opus-5.5__r2,B3-paylink,default,opus-5.5,r2,1,0,110.9,not counted: discarded batch v3 (harness sealed Claude temp dir; Bash unusable)
2026-09-24 02:58:13,2026-09-24 03:00:54,B3-paylink__prompt_noconstraint__gpt-6-astra__r2,B3-paylink,noconstraint,gpt-6-astra,r2,1,0,159.5,COUNTED
2026-09-24 03:00:54,2026-09-24 03:04:14,B3-paylink__prompt_noconstraint__gpt-6-sol__r2,B3-paylink,noconstraint,gpt-6-sol,r2,1,0,198.5,COUNTED
2026-09-24 03:04:14,2026-09-24 03:05:33,B3-paylink__prompt_noconstraint__opus-5.5__r2,B3-paylink,noconstraint,opus-5.5,r2,1,0,78.1,not counted: discarded batch v3 (harness sealed Claude temp dir; Bash unusable)
2026-09-24 03:05:33,2026-09-24 03:09:09,B3-paylink__gpt-6-sol__r3,B3-paylink,default,gpt-6-sol,r3,1,0,213.2,COUNTED
2026-09-24 03:09:09,2026-09-24 03:10:27,B3-paylink__opus-5.5__r3,B3-paylink,default,opus-5.5,r3,1,0,76.3,not counted: discarded batch v3 (harness sealed Claude temp dir; Bash unusable)
2026-09-24 03:12:00,2026-09-24 03:15:46,B3-paylink__gpt-6-astra__r3,B3-paylink,default,gpt-6-astra,r3,1,0,218.2,COUNTED
2026-09-24 03:17:21,2026-09-24 03:21:29,B3-paylink__prompt_noconstraint__gpt-6-sol__r3,B3-paylink,noconstraint,gpt-6-sol,r3,1,0,247.2,COUNTED
2026-09-24 03:21:29,2026-09-24 03:22:54,B3-paylink__prompt_noconstraint__opus-5.5__r3,B3-paylink,noconstraint,opus-5.5,r3,1,0,84.0,not counted: discarded batch v3 (harness sealed Claude temp dir; Bash unusable)
2026-09-24 03:22:54,2026-09-24 03:38:23,B3-paylink__prompt_noconstraint__gpt-6-astra__r3,B3-paylink,noconstraint,gpt-6-astra,r3,1,0,927.9,COUNTED
2026-09-24 03:40:05,2026-09-24 03:40:34,B3-paylink__opus-5.5__r1,B3-paylink,default,opus-5.5,r1,1,0,28.0,COUNTED
2026-09-24 03:40:34,2026-09-24 03:41:05,B3-paylink__prompt_noconstraint__opus-5.5__r1,B3-paylink,noconstraint,opus-5.5,r1,1,0,29.9,COUNTED
2026-09-24 03:41:05,2026-09-24 03:41:32,B3-paylink__opus-5.5__r2,B3-paylink,default,opus-5.5,r2,1,0,25.7,COUNTED
2026-09-24 03:41:32,2026-09-24 03:41:56,B3-paylink__prompt_noconstraint__opus-5.5__r2,B3-paylink,noconstraint,opus-5.5,r2,1,0,23.6,COUNTED
2026-09-24 03:41:56,2026-09-24 03:42:22,B3-paylink__opus-5.5__r3,B3-paylink,default,opus-5.5,r3,1,0,25.2,COUNTED
2026-09-24 03:42:22,2026-09-24 03:42:47,B3-paylink__prompt_noconstraint__opus-5.5__r3,B3-paylink,noconstraint,opus-5.5,r3,1,0,24.3,COUNTED
